,NOME_DEPARTAMENTO,NOME_SECCIONAL,NOME_DELEGACIA,NOME_MUNICIPIO,NUM_BO,ANO_BO,DATA_REGISTRO,DATA_OCORRENCIA_BO,HORA_OCORRENCIA_BO,DESC_PERIODO,DESCR_TIPOLOCAL,DESCR_SUBTIPOLOCAL,BAIRRO,LOGRADOURO,NUMERO_LOGRADOURO,LATITUDE,LONGITUDE,NOME_DELEGACIA_CIRCUNSCRICAO,NOME_DEPARTAMENTO_CIRCUNSCRICAO,NOME_SECCIONAL_CIRCUNSCRICAO,NOME_MUNICIPIO_CIRCUNSCRICAO,RUBRICA,DESCR_CONDUTA,NATUREZA_APURADA,MES_ESTATISTICA,ANO_ESTATISTICA,CMD,BTL,CIA
80940,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,AQ1003,2025,2025-01-14,2025-01-13,18:45:00,,Via Pública,Via Pública,CENTRO,RUA DOM PEDRO II,1.0,-22.7278989,-47.6507201,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,1,2025,CPI-9,10ºBPM/I,4ªCIA
80941,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,01º D.P. PIRACICABA,PIRACICABA,AY2732,2025,2025-01-20,2025-01-20,08:45:00,,Via Pública,Via Pública,CENTRO,RUA ALFERES JOSÉ CAETANO,2050.0,-22.728557037,-47.652751742,01º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,"tráfico drogas (Art.33, caput)",,TRÁFICO DE ENTORPECENTES,1,2025,CPI-9,10ºBPM/I,4ªCIA
80943,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,AE1384,2025,2025-01-05,2025-01-03,19:20:00,,Via Pública,Via Pública,CENTRO,RUA SÃO JOSÉ,1756.0,-22.7235279,-47.6511397,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Transeunte,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80945,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,AE7283,2025,2025-01-06,2025-01-04,04:35:04,,Via Pública,Via Pública,VERDE,AVENIDA COMENDADOR LUCIANO GUIDOTE,0.0,-22.7510124519999,-47.6375054009999,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Interior de Veículo,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80946,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,AF4708,2025,2025-01-06,2025-01-04,,Em hora incerta,Comércio e Serviços,Mercado,VILA INDEPENDENCIA,AVENIDA PROFESSOR ALBERTO VOLLET SACHS,0.0,-22.7217089,-47.6250096,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Caixa Eletrônico,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80951,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,PIRACICABA,AI5038,2025,2025-01-08,2025-01-05,21:35:00,,Via Pública,Via Pública,ALTO,RUA PRUDENTE DE MORAES,1074.0,-22.7250373,-47.6453833,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80953,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,PIRACICABA,AK1114,2025,2025-01-09,2024-12-29,17:10:00,,Centro Comercial/Empresarial,Área Comum,JARDIM CAXAMBU,RUA JOSÉ VICENTE PEDREIRA,616.0,-22.7460577,-47.6382907,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80954,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,AL5266,2025,2025-01-10,2025-01-09,,Em hora incerta,Outros,Outros,CENTRO,AVENIDA ARMANDO SALES DE OLIVEIRA,0.0,-22.7229195259999,-47.645018992,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80957,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,AN9156,2025,2025-01-12,2025-01-12,01:00:24,,Via Pública,Via Pública,AGUA BRANCA,AVENIDA EDINE RONTANI BASSETE,1207.0,-22.761765813,-47.621205962,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Transeunte,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80958,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,AO3011,2025,2025-01-13,2025-01-12,21:00:00,,Restaurante e Afins,Bar/Botequim,CENTRO,AVENIDA ARMANDO SALES DE OLIVEIRA,2288.0,-22.7229195259999,-47.645018992,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Estabelecimento Comercial,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80960,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,PIRACICABA,AP6113,2025,2025-01-13,2025-01-13,,De madrugada,Outros,Outros,PIRACICAMIRIM,TRAVESSA DA SAUDADE,67.0,-22.7321355,-47.635762,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80962,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,AP8724,2025,2025-01-13,2025-01-13,15:45:00,,Centro Comercial/Empresarial,Sala de Espera,ÁGUA SANTA,RUA ELVIRA DAL PICOLO DEGASPARI,394.0,-22.7344425,-47.6480315,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Estabelecimento Comercial,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80963,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,PIRACICABA,AR2284,2025,2025-01-14,2025-01-10,03:17:00,,Condomínio Comercial,Lojas,ALTO,RUA SÃO JOÃO,252.0,-22.7220005,-47.6407162,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80964,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,AS7539,2025,2025-01-15,2025-01-15,12:30:00,,Comércio e Serviços,Distribuidora,VILA PACAEMBU,RUA SEBASTIÃO PINTO SALGADO,75.0,-22.7559549,-47.6404676,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80966,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,AT4433,2025,2025-01-15,2025-01-15,18:30:38,,Saúde,Consultório Dentário,ALTO,RUA BOM JESUS,492.0,-22.7244015,-47.6409708,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80971,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,AY5505,2025,2025-01-20,2025-01-20,05:15:27,,Shopping Center,Lojas,AGUA BRANCA,RUA ANTONIO MORATO DO AMARAL,230.0,-22.7565198889999,-47.636058165,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Interior Estabelecimento,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80973,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,AZ3140,2025,2025-01-20,2025-01-19,10:00:00,,Via Pública,Via Pública,RESIDENCIAL SERRA VERDE,RUA ÂNGELO STOCCO FILHO,46.0,-22.764093,-47.6221576,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80978,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,1ª DIG-DEIC-DEINTER 9,PIRACICABA,BC9716,2025,2025-01-22,2025-01-22,15:45:00,,Saúde,Clínica,,AVENIDA INDEPENDÊNCIA,45.0,-22.7296593,-47.6363397,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Estabelecimento Comercial,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80979,DEINTER 2 - CAMPINAS,DEL.SEC.BRAGANÇA PAULISTA,DEL.POL.PLANTÃO ATIBAIA,PIRACICABA,BD6646,2025,2025-01-23,2025-01-20,23:40:00,,Area não Ocupada,Lote de Terreno,JARDIM BRASIL,RUA GENERAL CAMISÃO,125.0,-22.758657,-47.6423658,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Fios e Cabos,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80983,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,BE9409,2025,2025-01-24,2025-01-24,,De madrugada,Condomínio Comercial,Escritórios,NOVA AMÉRICA,RUA PADRE JOÃO,255.0,-22.7347695,-47.6355715,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Condomínio Residêncial,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80986,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,BH7132,2025,2025-01-27,2025-01-26,03:30:00,,Comércio e Serviços,Oficina,ÁGUA BRANCA,TRAVESSA ANTONIO KELLER,48.0,-22.7476627,-47.6376208,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Estabelecimento Comercial,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80987,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,BH8601,2025,2025-01-27,2025-01-26,20:30:00,,Via Pública,Via Pública,CENTRO,RUA SÃO JOÃO,395.0,-22.7319362,-47.6462862,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80989,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,BI2140,2025,2025-01-27,2025-01-25,,De madrugada,Comércio e Serviços,Transportadora,CENTRO,AVENIDA ARMANDO SALES DE OLIVEIRA,2277.0,-22.7229195259999,-47.645018992,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80994,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,01º D.P. PIRACICABA,PIRACICABA,BJ7739,2025,2025-01-28,2025-01-28,10:00:00,,Via Pública,Interior de Transporte Coletivo,CENTRO,RUA QUINZE DE NOVEMBRO,1200.0,-22.7264213,-47.6492543,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Interior Transporte Coletivo,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80995,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,BK5387,2025,2025-01-28,2025-01-27,02:00:22,,Comércio e Serviços,Conveniência,ALTO,RUA MORAES BARROS,0.0,-22.7274188,-47.6444406,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Estabelecimento Comercial,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
80997,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,BL4534,2025,2025-01-29,2025-01-28,13:00:00,,Terminal/Estação,Ônibus/Lotação/Trolebus,CENTRO,AVENIDA ARMANDO SALES DE OLIVEIRA,0.0,-22.7157698519999,-47.6500385479999,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Outros,FURTO - OUTROS,1,2025,CPI-9,10ºBPM/I,4ªCIA
81000,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,01º D.P. PIRACICABA,PIRACICABA,AB3092,2025,2025-01-02,2024-12-30,04:24:14,,Comércio e Serviços,Estacionamento Particular,ALTO,RUA JOSÉ PINTO DE ALMEIDA,1000.0,-22.7286048,-47.6465994,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81002,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,AL9418,2025,2025-01-10,2025-01-10,10:30:45,,Via Pública,Via Pública,JARDIM CAXAMBU,RUA ENGENHEIRO AGRÔNOMO ROMANÓ COURY,231.0,-22.75051747,-47.6363815839999,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81003,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,01º D.P. PIRACICABA,PIRACICABA,AQ8895,2025,2025-01-14,2025-01-14,10:30:21,,Via Pública,Via Pública,CIDADE ALTA,RUA FLORIANO PEIXOTO,1416.0,-22.735453573,-47.644835777,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81004,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,01º D.P. PIRACICABA,PIRACICABA,AS7413,2025,2025-01-15,2025-01-08,19:30:00,,Via Pública,Via Pública,SÃO DIMAS,RUA DOUTOR ALVIM,2668.0,-22.7133488,-47.641903,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81005,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA,PIRACICABA,AU4806,2025,2025-01-16,2025-01-16,10:30:00,,Via Pública,Via Pública,SÃO DIMAS,RUA DONÁ EUGÊNIA,1412.0,-22.713130023,-47.646681115,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81006,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,04º D.P. PIRACICABA,PIRACICABA,BJ9041,2025,2025-01-28,2025-01-25,,Pela manhã,Via Pública,Via Pública,JARDIM CAXAMBU,RUA ENGENHEIRO AGRÔNOMO ROMANO COURY,481.0,-22.7503282,-47.6358562,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81008,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,BN8630,2025,2025-01-30,2025-01-30,13:05:00,,Via Pública,Via Pública,SÃO JUDAS,RUA 10 DE NOVEMBRO,175.0,-22.7413299,-47.5269312,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81009,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,BP3319,2025,2025-01-31,2025-01-31,,Em hora incerta,Escritório,Despachante,VILA INDEPENDENCIA,RUA DONA EUGÊNIA,500.0,-22.7198923,-47.6272965,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Furto (art. 155),Veículo,FURTO DE VEÍCULO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81010,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,01º D.P. PIRACICABA,PIRACICABA,AC0435,2025,2025-01-03,2024-12-30,21:00:00,,Restaurante e Afins,Restaurante,AGRONOMIA,AVENIDA PÁDUA DIAS,1822.0,-22.7151455,-47.6291783,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL CULPOSA - OUTRAS,1,2025,CPI-9,10ºBPM/I,4ªCIA
81013,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,AC3941,2025,2025-01-03,2025-01-03,,De madrugada,Via Pública,Via Pública,VILA INDEPENDENCIA,AVENIDA PROFESSOR ALBERTO VOLLET SACHS,0.0,-22.7217089,-47.6250096,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81014,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,AC5419,2025,2025-01-03,2025-01-03,,Pela manhã,Via Pública,Via Pública,,AVENIDA INDEPENDÊNCIA,1.0,-22.7296593,-47.6363397,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81015,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,PIRACICABA,AQ5471,2025,2025-01-14,2024-12-19,11:16:00,,Via Pública,Via Pública,ALTO,AVENIDA INDEPENDÊNCIA,1431.0,-22.7361188,-47.6401154,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81016,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,AR1776,2025,2025-01-14,2025-01-11,22:00:00,,Via Pública,Via Pública,VERDE,AVENIDA COMENDADOR LUCIANO GUIDOTE,2833.0,-22.7510124519999,-47.6375054009999,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81017,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,AR7770,2025,2025-01-15,2025-01-15,03:17:25,,Via Pública,Via Pública,CENTRO,AVENIDA INDEPENDÊNCIA,2425.0,-22.7342594,-47.6515918,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81018,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,01º D.P. PIRACICABA,PIRACICABA,AV1499,2025,2025-01-17,2025-01-10,12:28:00,,Via Pública,Via Pública,CENTRO,AVENIDA ARMANDO SALES DE OLIVEIRA,1332.0,-22.7157698519999,-47.6500385479999,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81019,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,05º D.P. PIRACICABA,PIRACICABA,BB0727,2025,2025-01-21,2025-01-16,16:02:00,,Via Pública,Via Pública,NOVA AMERICA,AVENIDA PIRACICAMIRIM,2856.0,-22.735106559,-47.6335608379999,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81020,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,BB8265,2025,2025-01-22,2025-01-21,19:30:10,,Via Pública,Via Pública,CENTRO,AVENIDA ARMANDO SALES DE OLIVEIRA,0.0,-22.7229195259999,-47.645018992,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81022,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,BH0990,2025,2025-01-26,2025-01-26,14:30:00,,Via Pública,Via Pública,JARDIM FERREIRA,AVENIDA PIRACICAMIRIM,3139.0,-22.7375659,-47.6308265,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81023,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,02º D.P. PIRACICABA,PIRACICABA,BL3504,2025,2025-01-29,2025-01-10,,Em hora incerta,Via Pública,Via Pública,ÁGUA BRANCA,AVENIDA ANTONIO FAZANARO,774.0,-22.7470396,-47.6301024,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal culposa na direção de veículo automotor (Art. 303),,LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,1,2025,CPI-9,10ºBPM/I,4ªCIA
81028,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,AE5521,2025,2025-01-06,2025-01-05,20:51:00,,Via Pública,Via Pública,ALTO,RUA JOSÉ PINTO DE ALMEIDA,1115.0,-22.7286048,-47.6465994,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,1,2025,CPI-9,10ºBPM/I,4ªCIA
81032,DIPOL - DEPTO DE INTELIGENCIA,DELEGACIA ELETRONICA,DELEGACIA ELETRONICA 3,PIRACICABA,AJ0313,2025,2025-01-08,2025-01-07,21:10:00,,Via Pública,Via Pública,ALTO,RUA FLORIANO PEIXOTO,1707.0,-22.7349708,-47.6440568,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,1,2025,CPI-9,10ºBPM/I,4ªCIA
81034,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DEL.SEC.PIRACICABA PLANTÃO,PIRACICABA,AN3383,2025,2025-01-11,2025-01-11,16:30:00,,Via Pública,Via Pública,CENTRO,RUA DOM PEDRO I,0.0,-22.7292562,-47.6494665,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,1,2025,CPI-9,10ºBPM/I,4ªCIA
81036,DEINTER 3 - RIBEIRAO PRETO,DEL.SEC.ARARAQUARA,DDM ARARAQUARA,PIRACICABA,AS0778,2025,2025-01-15,2025-01-12,,A noite,Restaurante e Afins,Bar/Botequim,VILA MONTEIRO,RUA JOÃO BOTTENE,490.0,-22.7291763,-47.6311376,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,1,2025,CPI-9,10ºBPM/I,4ªCIA
81041,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,DDM PIRACICABA,PIRACICABA,AY6950,2025,2025-01-20,2025-01-18,00:30:31,,Via Pública,Via Pública,AGUA BRANCA,RUA MICHELE F BENA,218.0,-22.7542917979999,-47.625711418,02º D.P. PIRACICABA,DEINTER 9 - PIRACICABA,DEL.SEC.PIRACICABA,PIRACICABA,Lesão corporal (art. 129),,LESÃO CORPORAL DOLOSA,1,2025,CPI-9,10ºBPM/I,4ªCIA
